99,27759,1
14,12686,1
50,20032,1
70,1419,1
47,1473,1
91,26099,1
68,12748,1
97,3968,1
8,757,1
30,6960,1
13,8241,1
78,23358,1
6,7076,1
4,1591,1
67,22117,1
87,737,1
47,19995,1
84,7107,1
65,7396,1
17,13321,1
39,18625,1
65,21234,1
5,1852,1
72,22653,1
66,5466,1
30,16845,1
22,14809,1
89,968,1
84,24292,1
78,23898,1
84,24360,1
30,17146,1
90,1407,1
34,14643,1
42,197,1
34,1435,1
18,13450,1
34,18210,1
0,638,1
83,24257,1
24,15343,1
24,15121,1
80,24081,1
77,23301,1
80,459,1
16,1218,1
20,14015,1
23,14989,1
32,1599,1
8,7355,1
75,536,1
77,229,1
75,23106,1
80,24172,1
99,27741,1
28,12700,1
41,19592,1
85,24714,1
99,23354,1
38,18924,1
30,16975,1
18,12928,1
67,22143,1
30,7406,1
43,8460,1
22,14546,1
86,24868,1
95,1526,1
6,522,1
6,7109,1
28,12685,1
55,20832,1
22,1559,1
67,22015,1
97,26858,1
5,6510,1
23,7001,1
21,14428,1
28,16156,1
18,13554,1
20,14165,1
14,2322,1
20,14246,1
28,15947,1
24,15258,1
16,399,1
39,19014,1
63,7503,1
50,20159,1
91,26007,1
3,1320,1
68,14239,1
53,6403,1
14,6397,1
31,943,1
26,8450,1
14,8781,1
78,9227,1
42,17980,1
24,15077,1
85,24712,1
55,1217,1
35,18302,1
44,1574,1
15,12864,1
14,11055,1
2,1077,1
88,24992,1
85,24596,1
52,7299,1
80,24144,1
24,999,1
21,14462,1
90,13463,1
78,12700,1
35,18335,1
8,839,1
65,7376,1
2,1227,1
4,1509,1
97,15913,1
91,26362,1
14,4972,1
15,6274,1
39,19011,1
43,19073,1
12,536,1
39,613,1
68,22238,1
91,5548,1
84,7427,1
13,8169,1
72,22690,1
75,1611,1
91,26363,1
18,13350,1
80,439,1
28,16120,1
91,10297,1
98,27686,1
30,16974,1
79,23974,1
30,17159,1
68,17275,1
20,14079,1
13,8272,1
20,195,1
47,7008,1
97,6314,1
39,859,1
27,15544,1
32,16926,1
30,17116,1
65,14067,1
0,442,1
65,1400,1
68,939,1
20,6361,1
28,15943,1
44,18850,1
75,16146,1
35,18418,1
86,24846,1
88,938,1
39,19024,1
97,26675,1
51,8460,1
85,24470,1
1,772,1
5,4438,1
28,15804,1
35,18329,1
33,17731,1
55,20776,1
34,8010,1
8,790,1
24,3517,1
7,461,1
85,24592,1
29,16161,1
23,14994,1
66,18724,1
15,12940,1
28,15857,1
91,26400,1
31,13312,1
36,1313,1
91,25960,1
15,12964,1
97,27411,1
36,12572,1
2,1091,1
67,1199,1
0,133,1
48,20015,1
31,17384,1
30,16443,1
30,17232,1
90,25120,1
53,13317,1
76,23141,1
78,23367,1
87,1414,1
13,8246,1
28,5018,1
32,8282,1
45,7984,1
90,7240,1
40,7341,1
97,27586,1
88,7351,1
2,1211,1
88,20034,1
32,17629,1
20,13811,1
14,11637,1
20,14241,1
14,10672,1
73,22870,1
13,8394,1
39,8380,1
28,6238,1
31,14241,1
3,1302,1
85,24749,1
41,19483,1
34,79,1
30,17106,1
97,27243,1
33,13064,1
96,24297,1
14,8973,1
14,11353,1
90,25759,1
66,19237,1
24,8411,1
14,8540,1
90,25870,1
15,12946,1
67,21971,1
97,27041,1
35,12236,1
29,1117,1
0,606,1
0,457,1
22,14716,1
4,1554,1
84,1602,1
28,15687,1
28,12240,1
17,13296,1
91,26390,1
75,6227,1
14,9399,1
30,17157,1
29,16315,1
57,1233,1
43,13410,1
75,11820,1
21,13619,1
67,21992,1
85,16943,1
75,10266,1
45,3640,1
99,27717,1
60,20957,1
53,15538,1
29,16253,1
54,4612,1
29,1592,1
66,6226,1
24,15331,1
78,19997,1
14,3984,1
61,21001,1
13,7376,1
82,586,1
44,1112,1
8,7301,1
65,21274,1
50,20033,1
38,530,1
5,2637,1
97,16131,1
86,24896,1
68,12969,1
85,24479,1
91,21596,1
0,839,1
87,1200,1
23,14982,1
68,4750,1
85,24762,1
36,15488,1
27,15493,1
28,15711,1
90,25760,1
0,347,1
91,1386,1
85,19060,1
65,459,1
90,14761,1
22,1326,1
5,6992,1
5,4831,1
75,11078,1
54,839,1
26,8425,1
30,17095,1
12,6989,1
27,15513,1
13,8338,1
87,20034,1
21,14400,1
69,13410,1
20,13958,1
45,1016,1
66,21532,1
61,21029,1
66,9356,1
9,6297,1
0,915,1
42,19729,1
22,14835,1
14,8994,1
37,18761,1
7,7181,1
68,1562,1
33,17723,1
77,23268,1
91,26094,1
64,21101,1
14,9861,1
91,26078,1
68,22260,1
38,18897,1
25,15382,1
85,24490,1
90,25302,1
14,9436,1
75,2199,1
4,1541,1
72,22733,1
65,17586,1
45,17569,1
16,13043,1
14,12702,1
75,1526,1
8,7325,1
2,1078,1
52,992,1
97,2614,1
90,25531,1
36,6959,1
44,7505,1
85,24534,1
13,8397,1
71,858,1
5,3707,1
15,12874,1
75,12153,1
97,27123,1
97,26909,1
42,1563,1
50,20412,1
66,21502,1
14,5687,1
18,1507,1
80,24183,1
28,10527,1
14,7502,1
91,26373,1
28,15999,1
85,853,1
90,17044,1
87,7992,1
78,23368,1
89,25063,1
53,20697,1
57,20891,1
28,15593,1
96,21334,1
47,17237,1
8,7135,1
34,18180,1
24,943,1
14,9033,1
30,1606,1
20,13816,1
69,7351,1
91,26132,1
5,6916,1
65,997,1
66,21451,1
20,13966,1
28,11864,1
30,17071,1
67,20530,1
77,17568,1
57,20552,1
2,1105,1
45,506,1
14,6085,1
39,19061,1
68,22370,1
0,649,1
24,15319,1
18,3603,1
4,1553,1
91,26015,1
68,22400,1
85,439,1
47,1386,1
2,1184,1
78,23763,1
31,13975,1
20,578,1
14,11723,1
13,8427,1
52,7385,1
0,94,1
52,1456,1
14,8705,1
28,11820,1
8,882,1
87,803,1
66,6228,1
0,888,1
90,25144,1
20,14073,1
14,5995,1
39,7389,1
35,18477,1
80,24177,1
67,22078,1
37,18835,1
66,8460,1
24,7117,1
95,26518,1
73,22872,1
14,11306,1
29,7348,1
60,20966,1
32,15113,1
84,24408,1
78,7459,1
23,14925,1
30,16779,1
14,12209,1
45,12801,1
68,17443,1
2,1166,1
30,3603,1
5,7029,1
75,22940,1
18,13512,1
7,821,1
97,3355,1
11,7834,1
97,6419,1
82,19296,1
27,15495,1
59,20931,1
65,297,1
0,816,1
32,17622,1
15,12844,1
73,22858,1
34,18211,1
11,941,1
36,43,1
43,259,1
34,18204,1
0,460,1
19,5688,1
30,17089,1
3,1439,1
0,657,1
45,8403,1
32,17575,1
22,14613,1
13,8264,1
22,1408,1
66,20900,1
75,11239,1
43,13546,1
16,13117,1
90,25231,1
90,25567,1
0,903,1
90,15471,1
91,26005,1
90,14676,1
73,14696,1
9,7477,1
90,1568,1
26,14850,1
85,858,1
22,14606,1
15,12850,1
16,13140,1
32,17564,1
31,665,1
85,24765,1
2,1194,1
80,15474,1
14,8664,1
44,19913,1
15,12966,1
97,9134,1
55,20795,1
9,1605,1
46,15098,1
90,1125,1
42,19723,1
22,14749,1
28,15702,1
24,15128,1
30,16534,1
91,15186,1
18,13453,1
97,5224,1
85,24623,1
13,8209,1
20,13846,1
22,14538,1
0,844,1
0,768,1
91,5456,1
5,1759,1
24,15231,1
68,22283,1
63,1117,1
90,25907,1
28,11796,1
52,1621,1
9,5333,1
67,999,1
39,18966,1
33,13413,1
49,8042,1
15,12767,1
30,16987,1
14,7043,1
97,27404,1
75,2908,1
64,21100,1
28,9423,1
91,7393,1
39,19027,1
52,997,1
14,8525,1
43,18723,1
16,13152,1
72,2356,1
14,2606,1
52,7388,1
16,13171,1
24,15355,1
97,26623,1
77,23298,1
5,1889,1
28,15932,1
68,22340,1
39,8433,1
14,12024,1
97,27122,1
91,14671,1
66,4463,1
99,27760,1
38,18947,1
0,760,1
83,24258,1
22,14717,1
97,13330,1
24,7379,1
85,24480,1
14,5654,1
43,19878,1
69,828,1
80,845,1
6,7078,1
14,10608,1
26,1471,1
35,18303,1
13,8451,1
65,19895,1
54,1010,1
91,26044,1
5,4346,1
95,26533,1
52,20666,1
28,6254,1
9,6228,1
85,1386,1
39,19060,1
82,22460,1
42,7235,1
5,7072,1
31,14318,1
70,22525,1
6,706,1
24,13313,1
14,9975,1
32,17461,1
13,8235,1
23,14930,1
79,23978,1
90,7685,1
31,17430,1
90,14804,1
31,14401,1
23,14914,1
84,12940,1
0,14,1
39,13563,1
90,25370,1
72,22801,1
0,567,1
14,9177,1
16,13010,1
50,20331,1
39,13380,1
72,1611,1
90,892,1
97,26560,1
28,15798,1
83,220,1
19,5656,1
72,22664,1
36,18669,1
39,19090,1
24,15114,1
80,24094,1
32,943,1
27,15494,1
32,17540,1
9,5903,1
85,24669,1
5,2370,1
32,772,1
29,7491,1
13,430,1
20,14133,1
91,19913,1
97,27480,1
69,821,1
14,5700,1
6,7105,1
34,18235,1
86,24798,1
42,16627,1
27,943,1
28,15570,1
1,706,1
80,6091,1
55,7431,1
0,795,1
13,8434,1
86,24862,1
37,18821,1
88,24957,1
37,15508,1
30,1116,1
24,13938,1
24,15275,1
97,5281,1
32,17623,1
36,1603,1
31,17318,1
50,20364,1
15,772,1
85,24695,1
30,621,1
38,6477,1
50,20250,1
28,15640,1
66,995,1
39,460,1
72,22806,1
79,23993,1
85,24595,1
36,17480,1
14,1593,1
78,9732,1
13,8372,1
13,8306,1
22,14625,1
39,1210,1
20,13808,1
14,11707,1
0,862,1
65,19962,1
0,311,1
65,13219,1
89,998,1
50,20460,1
35,18374,1
28,12459,1
90,25617,1
35,18461,1
98,365,1
83,17490,1
66,21577,1
24,15305,1
34,19,1
21,14304,1
30,17181,1
69,939,1
85,24551,1
0,755,1
90,25331,1
66,14689,1
28,15729,1
54,16486,1
78,23435,1
39,18984,1
72,22619,1
89,8411,1
65,7381,1
97,6587,1
50,20246,1
22,14836,1
39,18985,1
54,821,1
66,1201,1
28,15588,1
14,9748,1
0,802,1
38,18928,1
19,12679,1
66,21812,1
28,16144,1
20,14254,1
82,24229,1
90,25486,1
97,15791,1
20,13817,1
80,17190,1
13,8111,1
17,1402,1
90,25814,1
24,15041,1
4,1448,1
85,24537,1
81,12437,1
90,25417,1
75,11680,1
78,968,1
15,1130,1
83,1597,1
8,7279,1
68,12962,1
15,1617,1
13,8203,1
13,8285,1
14,10323,1
45,14401,1
22,14584,1
67,21950,1
95,7166,1
33,17687,1
24,13961,1
29,16175,1
85,17560,1
66,6194,1
52,7408,1
41,1201,1
1,1041,1
80,24164,1
91,7382,1
20,13703,1
89,427,1
65,1012,1
66,8426,1
22,14641,1
20,13805,1
52,20675,1
54,7348,1
24,15228,1
67,22071,1
5,6735,1
73,20552,1
86,23904,1
38,7217,1
89,704,1
91,14992,1
28,759,1
79,24059,1
41,16247,1
97,27368,1
30,16754,1
2,1171,1
68,4749,1
66,6172,1
20,14223,1
98,27641,1
85,24588,1
46,19977,1
98,27679,1
65,7239,1
90,25217,1
4,1556,1
14,10031,1
95,1387,1
11,7836,1
32,6960,1
32,8447,1
13,8430,1
84,1313,1
91,26072,1
45,19975,1
85,24743,1
35,18523,1
43,547,1
97,27184,1
85,24691,1
19,6398,1
31,17279,1
85,24758,1
34,197,1
56,14053,1
2,1130,1
2,1079,1
67,8437,1
77,23285,1
91,26143,1
30,1011,1
32,8272,1
99,27755,1
50,20340,1
26,15474,1
99,27715,1
66,21682,1
39,739,1
8,7406,1
34,18264,1
83,24242,1
35,18388,1
97,26917,1
13,1004,1
99,27712,1
28,16126,1
80,21898,1
8,7329,1
42,19737,1
57,1473,1
75,4988,1
66,7049,1
75,1557,1
38,18898,1
97,6591,1
43,1211,1
28,5673,1
2,1180,1
0,574,1
16,189,1
9,6809,1
5,1654,1
30,17101,1
84,1470,1
24,15347,1
5,6947,1
14,11724,1
67,16506,1
5,6943,1
29,4477,1
16,13112,1
25,12686,1
13,8157,1
24,15065,1
83,1473,1
91,26274,1
27,15500,1
13,8256,1
0,285,1
15,1535,1
11,8002,1
85,995,1
66,1123,1
14,9995,1
54,3777,1
34,16417,1
0,656,1
91,26275,1
79,23985,1
65,21216,1
66,21394,1
41,7021,1
40,19103,1
28,12681,1
67,18641,1
30,15142,1
4,1613,1
30,16585,1
8,7320,1
67,14557,1
21,14290,1
94,26468,1
68,12858,1
28,4986,1
44,19908,1
43,19875,1
22,7341,1
0,927,1
64,15450,1
5,4499,1
63,21080,1
24,15011,1
97,12536,1
24,8449,1
20,13791,1
13,1167,1
28,16003,1
21,14359,1
75,15774,1
45,19935,1
13,8261,1
91,2403,1
0,767,1
97,6227,1
14,10049,1
72,7228,1
85,24569,1
91,26116,1
97,27409,1
13,8349,1
14,10609,1
75,11377,1
14,11690,1
33,17677,1
67,1563,1
90,25303,1
68,22321,1
68,17463,1
97,4841,1
75,12656,1
9,2980,1
30,16908,1
85,24620,1
55,13408,1
14,11050,1
20,14056,1
65,7382,1
0,859,1
36,939,1
85,24501,1
9,1386,1
13,8385,1
14,8665,1
75,7506,1
0,493,1
67,22088,1
28,11680,1
97,9518,1
50,20308,1
97,27113,1
90,25228,1
9,3354,1
95,26505,1
91,21490,1
54,20757,1
90,25335,1
40,19382,1
70,22491,1
61,8281,1
66,21647,1
36,18565,1
90,13360,1
65,8460,1
57,7071,1
0,770,1
22,14611,1
21,14323,1
66,4118,1
79,531,1
85,24582,1
8,7407,1
22,14875,1
90,25771,1
75,21918,1
21,14440,1
28,3051,1
56,20858,1
81,1366,1
15,12929,1
4,1517,1
32,1217,1
88,24982,1
8,7427,1
55,20773,1
13,8201,1
13,7225,1
79,8135,1
28,12672,1
14,2772,1
97,26952,1
89,1012,1
31,13974,1
32,17493,1
15,12855,1
28,5663,1
97,27362,1
4,1501,1
45,15331,1
71,1575,1
2,1084,1
14,11519,1
28,5665,1
75,23120,1
67,22025,1
20,14054,1
14,12006,1
30,7314,1
85,24686,1
59,20910,1
68,14029,1
14,10896,1
28,9718,1
73,22855,1
2,1175,1
17,13311,1
66,6480,1
91,25975,1
68,588,1
66,1112,1
14,2648,1
50,20363,1
24,3514,1
21,14367,1
11,7832,1
47,19994,1
72,22794,1
63,5189,1
34,1511,1
32,17570,1
61,20999,1
91,26280,1
31,17445,1
66,8227,1
39,634,1
79,24004,1
67,1448,1
14,8504,1
91,26167,1
30,16751,1
41,6973,1
45,19932,1
72,22755,1
72,22599,1
34,18081,1
31,17292,1
41,19562,1
84,6917,1
55,20812,1
20,14262,1
39,19052,1
28,11243,1
66,7237,1
41,6830,1
67,22033,1
14,9113,1
97,27448,1
14,9985,1
28,16131,1
33,322,1
52,1549,1
31,17312,1
32,1588,1
52,17855,1
97,5222,1
15,12971,1
29,14872,1
41,19454,1
31,7381,1
85,24481,1
72,22758,1
41,2287,1
97,2933,1
18,13468,1
39,1555,1
73,1433,1
79,1045,1
24,15329,1
11,1117,1
74,12982,1
35,18489,1
68,22273,1
5,6899,1
30,16756,1
68,22403,1
15,12754,1
12,997,1
30,16827,1
39,19001,1
91,25972,1
3,1443,1
19,13560,1
0,687,1
97,7057,1
85,24717,1
38,8446,1
32,297,1
67,16592,1
13,8412,1
66,14850,1
97,26890,1
30,16695,1
14,11121,1
96,26553,1
4,1622,1
90,25664,1
75,12481,1
21,460,1
33,761,1
14,10891,1
65,21235,1
8,7273,1
68,22208,1
28,15641,1
91,1605,1
8,7411,1
20,13942,1
66,21807,1
41,5466,1
50,1280,1
52,939,1
28,15986,1
97,26573,1
31,17390,1
41,1402,1
14,8606,1
13,8382,1
14,10595,1
72,22641,1
14,10312,1
34,18213,1
14,10729,1
75,22960,1
11,7944,1
66,7048,1
97,26907,1
90,25401,1
8,7415,1
6,1370,1
14,8910,1
66,14952,1
75,5492,1
82,7009,1
4,1516,1
61,7325,1
15,8381,1
83,739,1
39,19094,1
22,14506,1
90,822,1
30,16983,1
30,16991,1
0,351,1
22,14487,1
91,18598,1
91,26092,1
55,20794,1
64,21141,1
0,223,1
5,3706,1
67,22161,1
67,22059,1
27,15535,1
30,16685,1
28,15935,1
20,669,1
65,21245,1
4,1386,1
30,16732,1
9,1611,1
32,17452,1
78,12982,1
85,24584,1
90,1621,1
97,6571,1
26,460,1
35,18478,1
0,103,1
57,6104,1
21,14457,1
29,16306,1
41,6477,1
28,15844,1
97,27183,1
66,21799,1
85,24674,1
21,14438,1
71,20242,1
90,25126,1
50,20337,1
34,18215,1
30,16576,1
91,5549,1
83,24284,1
72,22610,1
85,14806,1
92,4722,1
32,17549,1
5,1810,1
6,1067,1
34,18247,1
23,14986,1
22,1448,1
4,1537,1
20,14093,1
66,21369,1
60,18418,1
39,12721,1
54,13547,1
85,24475,1
32,810,1
90,25807,1
95,12110,1
32,17596,1
14,11188,1
21,14308,1
4,1504,1
29,16248,1
34,18048,1
5,6504,1
28,15665,1
92,5466,1
63,1473,1
66,4460,1
65,586,1
31,17398,1
34,18279,1
54,20742,1
75,6254,1
66,16258,1
90,25718,1
29,16273,1
97,26716,1
11,1420,1
80,4729,1
35,5951,1
90,13552,1
14,10726,1
30,879,1
16,13072,1
64,7337,1
92,21743,1
97,3805,1
91,26117,1
14,11901,1
32,17466,1
57,1542,1
54,828,1
16,13121,1
68,22383,1
39,19042,1
69,13452,1
15,12960,1
17,13258,1
42,19766,1
33,297,1
90,18261,1
31,8273,1
45,297,1
30,16792,1
14,12679,1
35,7395,1
84,6989,1
14,11647,1
5,1967,1
66,13410,1
0,439,1
87,8446,1
67,1597,1
44,19911,1
32,17535,1
29,5745,1
52,20610,1
20,14029,1
32,13412,1
91,26299,1
42,18087,1
11,8007,1
15,1471,1
94,26461,1
75,23119,1
99,27735,1
19,5676,1
30,16793,1
5,7068,1
50,20223,1
28,15669,1
71,786,1
28,11272,1
34,18283,1
50,1543,1
12,8076,1
75,9638,1
65,8414,1
20,14184,1
20,13963,1
66,4570,1
68,22254,1
18,12730,1
20,14148,1
72,22761,1
86,24857,1
97,3834,1
30,17088,1
34,18195,1
22,14599,1
9,6943,1
75,11478,1
90,15322,1
61,21027,1
98,27693,1
66,21624,1
51,671,1
24,15071,1
21,14302,1
68,22339,1
20,14046,1
28,11370,1
86,24811,1
0,746,1
90,25877,1
97,26955,1
75,10372,1
53,13315,1
32,17521,1
24,15130,1
90,25291,1
85,536,1
98,13295,1
14,11051,1
22,14570,1
78,5422,1
37,15187,1
91,26156,1
14,8693,1
28,11697,1
21,14325,1
54,3907,1
1,973,1
81,1011,1
63,6477,1
90,25536,1
31,17355,1
48,1387,1
97,6586,1
50,20249,1
20,13967,1
75,11955,1
35,18448,1
65,21323,1
49,16268,1
28,15611,1
0,84,1
14,10260,1
31,545,1
66,21646,1
66,21575,1
21,14464,1
28,16099,1
15,858,1
31,7141,1
61,21006,1
14,10657,1
20,14110,1
5,5077,1
77,20568,1
30,16645,1
66,21499,1
45,14948,1
85,13413,1
97,7467,1
75,23117,1
30,17079,1
32,14063,1
19,5684,1
28,16132,1
15,1533,1
67,197,1
14,12534,1
92,7049,1
30,8399,1
18,1458,1
14,3738,1
20,14036,1
43,892,1
14,12610,1
14,9961,1
90,25768,1
24,944,1
54,8436,1
14,10009,1
70,15411,1
14,9637,1
14,8629,1
89,943,1
67,22149,1
20,14106,1
30,16873,1
28,15938,1
30,13228,1
38,7457,1
75,10298,1
5,7063,1
14,10768,1
90,13537,1
97,27350,1
85,24462,1
73,22834,1
6,7085,1
75,9691,1
91,1571,1
14,8576,1
20,14140,1
90,14648,1
28,16095,1
28,11513,1
86,24817,1
16,5757,1
68,22357,1
28,15706,1
91,7955,1
21,14301,1
29,938,1
78,7050,1
14,11391,1
29,16293,1
65,742,1
15,7492,1
78,6701,1
34,13295,1
21,14422,1
73,16307,1
90,25887,1
28,5678,1
14,5661,1
68,22173,1
38,18885,1
28,13584,1
0,932,1
66,21388,1
11,7815,1
34,14549,1
20,14203,1
11,8055,1
55,20782,1
78,20460,1
72,1024,1
81,6410,1
29,7161,1
42,176,1
28,15904,1
24,12563,1
14,10884,1
47,1226,1
48,20019,1
19,6414,1
99,23369,1
41,938,1
30,16820,1
21,14338,1
52,1035,1
98,27616,1
13,7229,1
97,12199,1
5,5002,1
22,14593,1
29,16295,1
32,996,1
14,12530,1
14,12668,1
28,11689,1
11,7927,1
66,21088,1
65,721,1
90,25628,1
91,7057,1
91,19503,1
50,13552,1
75,10941,1
65,862,1
24,15273,1
24,15092,1
98,27688,1
68,22258,1
66,2787,1
20,14212,1
91,26184,1
85,229,1
30,17193,1
13,8429,1
91,26350,1
19,5686,1
13,8460,1
5,5181,1
24,15280,1
23,14884,1
16,13225,1
75,6088,1
24,15260,1
28,15988,1
9,7049,1
90,25104,1
3,1470,1
24,439,1
41,19567,1
6,7104,1
30,16759,1
89,8175,1
66,7298,1
67,22109,1
30,16842,1
14,12613,1
39,19012,1
22,307,1
14,11194,1
57,536,1
68,22364,1
69,1003,1
38,18959,1
77,7986,1
67,540,1
7,7231,1
87,18870,1
42,7208,1
70,8199,1
32,773,1
16,5526,1
90,1444,1
68,22246,1
90,25647,1
22,8462,1
97,6292,1
0,427,1
16,13136,1
0,446,1
96,8434,1
97,6912,1
85,1203,1
22,14729,1
28,6452,1
80,24077,1
2,892,1
75,5018,1
20,14094,1
70,22531,1
88,17029,1
14,9417,1
1,1036,1
47,1387,1
73,8101,1
97,2610,1
85,24709,1
78,6414,1
97,27047,1
31,13317,1
41,8000,1
61,7978,1
78,23873,1
0,322,1
0,895,1
0,400,1
14,9284,1
91,26287,1
14,10007,1
18,13367,1
13,1602,1
63,8042,1
14,4276,1
40,13320,1
75,12345,1
31,17393,1
28,10765,1
79,24018,1
24,7344,1
11,19,1
5,1526,1
79,1387,1
31,17309,1
90,25488,1
5,6986,1
97,26559,1
32,670,1
32,536,1
38,941,1
39,1075,1
65,13064,1
22,14794,1
41,613,1
22,14753,1
20,14025,1
68,22225,1
36,18589,1
30,16586,1
4,234,1
61,1116,1
35,18480,1
75,22944,1
67,7173,1
13,8462,1
85,24512,1
37,18774,1
28,8715,1
24,15166,1
34,1508,1
31,17426,1
91,26218,1
20,7320,1
46,15540,1
35,7348,1
75,23048,1
66,21900,1
14,11219,1
42,19780,1
18,13520,1
30,16937,1
37,18816,1
84,24430,1
90,7976,1
65,860,1
50,20145,1
91,7049,1
89,25021,1
91,26155,1
14,9461,1
39,13567,1
23,944,1
5,6734,1
85,24757,1
70,22519,1
80,24138,1
90,1207,1
14,6252,1
18,13377,1
40,15098,1
97,12172,1
34,17778,1
42,19623,1
47,939,1
20,830,1
92,26409,1
72,22738,1
97,27360,1
34,17924,1
14,11656,1
97,26607,1
72,22684,1
84,24350,1
90,531,1
5,4640,1
91,19534,1
28,11724,1
23,14892,1
28,6411,1
5,6732,1
22,14615,1
90,13407,1
98,13100,1
36,613,1
13,8360,1
51,999,1
15,12810,1
28,16008,1
40,6855,1
61,17372,1
21,943,1
68,13699,1
68,22347,1
59,20935,1
49,1605,1
8,7368,1
43,719,1
34,18259,1
47,19988,1
88,24987,1
88,443,1
66,21383,1
0,944,1
78,1563,1
66,6049,1
97,15832,1
19,6395,1
41,14872,1
6,7153,1
65,21327,1
38,18957,1
18,1041,1
17,12744,1
4,609,1
34,17823,1
12,1116,1
14,10577,1
0,218,1
19,5657,1
91,25999,1
50,20074,1
68,22196,1
50,1479,1
83,22070,1
11,7955,1
0,417,1
14,5680,1
52,7407,1
76,23211,1
97,27221,1
14,8980,1
54,861,1
29,16168,1
14,9247,1
89,25067,1
2,1177,1
91,26026,1
50,20448,1
24,15138,1
26,1516,1
78,6482,1
20,14008,1
97,7518,1
54,1031,1
9,997,1
99,27771,1
69,1011,1
14,9838,1
97,27589,1
97,12490,1
45,7342,1
66,21853,1
8,7284,1
0,824,1
0,177,1
68,22264,1
91,26243,1
54,7941,1
14,3983,1
11,8060,1
51,862,1
37,18773,1
75,15614,1
40,6853,1
65,553,1
28,5683,1
12,6421,1
14,8709,1
66,787,1
2,1124,1
0,855,1
85,12973,1
94,26455,1
13,8214,1
55,150,1
78,939,1
87,24936,1
18,1011,1
84,22571,1
32,1194,1
13,8379,1
67,21978,1
22,14530,1
28,2918,1
0,555,1
30,16861,1
91,26311,1
28,5684,1
36,943,1
31,8269,1
28,15645,1
41,19503,1
27,15540,1
68,22234,1
30,16607,1
31,858,1
25,13588,1
52,768,1
66,21498,1
21,14442,1
11,7491,1
84,24397,1
14,11290,1
14,11896,1
34,141,1
14,9754,1
84,8138,1
92,742,1
59,1233,1
52,400,1
79,1124,1
64,21115,1
44,19059,1
52,20546,1
75,23020,1
66,20510,1
60,20955,1
65,7368,1
29,16183,1
38,18899,1
85,24637,1
14,8800,1
73,22817,1
28,15685,1
30,17155,1
64,21139,1
