SF2H, DotPredictor(), agg_simp, kendall@25, 0.02432092692791168, 0.2867965148212075
HighSchool, CosinePredictor(), agg, kendall@25, -0.04643962848297214, 0.39427646699052254
HighSchool, CosinePredictor(), temporal_edges, kendall@25, 0.12727898176814587, 0.0195537084057182
HighSchool, CosinePredictor(), time_tensor, kendall@25, 0.03973168214654284, 0.4661012602750295
ia-contacts_hypertext2009, CosinePredictor(), agg_simp, kendall@25, 0.010101010101010102, 0.913287278475019
ia-contacts_hypertext2009, CosinePredictor(), agg_simp, kendall@25, 0.023569023569023573, 0.7994307389128953
ia-contacts_hypertext2009, CosinePredictor(), agg, kendall@25, -0.039730639730639734, 0.6684233537068867
ia-contacts_hypertext2009, CosinePredictor(), agg, kendall@25, 0.03164983164983165, 0.7329542397090427
ia-contacts_hypertext2009, CosinePredictor(), temporal_edges, kendall@25, 0.19595959595959597, 0.03464134415922176
ia-contacts_hypertext2009, CosinePredictor(), time_tensor, kendall@25, -0.05723905723905724, 0.5371945525611457
ia-contacts_hypertext2009, CosinePredictor(), DTFT, kendall@25, -0.02626262626262627, 0.7770832691187366
HighSchool, CosinePredictor(), DTFT, kendall@25, 0.05521155830753355, 0.3111558298999437
SF2H, CosinePredictor(), agg_simp, kendall@25, -0.012318959392250096, 0.5895216528411817
SF2H, CosinePredictor(), temporal_edges, kendall@25, 0.1064819369295513, 3.1079488062152384e-06
SF2H, CosinePredictor(), agg_simp, kendall@25, -0.012318959392250096, 0.5895216528411817
SF2H, CosinePredictor(), agg_simp, kendall@25, -0.023287970705580155, 0.3077590662776717
SF2H, CosinePredictor(), agg, kendall@25, -0.015046182434278844, 0.5099133488786316
SF2H, CosinePredictor(), agg, kendall@25, -0.035579603213641585, 0.11916973363663269
SF2H, CosinePredictor(), agg_simp, kendall@25, 0.008351095808055965, 0.714551519299693
SF2H, CosinePredictor(), agg_simp, kendall@25, -0.035519484068426525, 0.11979491771940626
SF2H, CosinePredictor(), agg, kendall@25, 0.012827239438159263, 0.5742588891948834
SF2H, CosinePredictor(), agg, kendall@25, -0.022408045034705146, 0.3263966801839353
SF2H, CosinePredictor(), agg_simp, kendall@25, 0.014931409520686454, 0.5131466271695376
SF2H, CosinePredictor(), temporal_edges, kendall@25, 0.018385527682133685, 0.4206899614923677
SF2H, CosinePredictor(), time_tensor, kendall@25, -0.030496802754549933, 0.1816609925115863
SF2H, CosinePredictor(), DTFT, kendall@25, -0.016068207902934912, 0.48159848536604166
HighSchool, CosinePredictor(), agg_simp, kendall@25, 0.015651874785001723, 0.7740222149011017
HighSchool, CosinePredictor(), agg_simp, kendall@25, -0.03732370141038872, 0.4935551897832776
HighSchool, CosinePredictor(), agg, kendall@25, 0.07739938080495357, 0.15566221515659792
HighSchool, CosinePredictor(), agg, kendall@25, -0.052115583075335405, 0.3390685860967496
HighSchool, CosinePredictor(), temporal_edges, kendall@25, -0.030615755073959413, 0.5743784922869803
HighSchool, CosinePredictor(), time_tensor, kendall@25, -0.016167870657034743, 0.7667848161211397
HighSchool, CosinePredictor(), DTFT, kendall@25, 0.0108359133126935, 0.8424397082422441
ia-contacts_hypertext2009, CosinePredictor(), agg_simp, kendall@25, 0.06531986531986533, 0.48132355606121224
ia-contacts_hypertext2009, CosinePredictor(), agg_simp, kendall@25, -0.010101010101010102, 0.913287278475019
ia-contacts_hypertext2009, CosinePredictor(), agg, kendall@25, 0.1932659932659933, 0.03720676394965168
ia-contacts_hypertext2009, CosinePredictor(), agg, kendall@25, 0.08686868686868687, 0.34902575986617534
ia-contacts_hypertext2009, CosinePredictor(), temporal_edges, kendall@25, 0.05454545454545456, 0.5565170247628306
ia-contacts_hypertext2009, CosinePredictor(), time_tensor, kendall@25, -0.0585858585858586, 0.5276613669344415
ia-contacts_hypertext2009, CosinePredictor(), DTFT, kendall@25, 0.004713804713804714, 0.9594715191638467
ia-contacts_hypertext2009, CosinePredictor(), agg, kendall@25, 0.09494949494949496, 0.30602653593835505
