SF2H, DotPredictor(), agg_simp, kendall@5, 0.04064211134918205, 0.3454133447511384
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.047376118083188784, 0.2713948961173648
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.047376118083188784, 0.2713948961173648
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.05900758426010951, 0.170722748069439
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.05900758426010951, 0.170722748069439
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.053089820766588434, 0.21776166546762177
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.053089820766588434, 0.21776166546762177
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.06431316532326632, 0.1354224222041976
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.08254259769411283, 0.05533199342539356
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.037785260007482224, 0.3803778815716783
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.037785260007482224, 0.3803778815716783
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.01241369928238615, 0.7732019917422752
SF2H, CosinePredictor(), agg_simp, kendall@5, -0.0320035370540421, 0.45749670293030276
SF2H, CosinePredictor(), agg_simp, kendall@5, -0.26953032003537053, 3.918087379109884e-10
SF2H, CosinePredictor(), agg_simp, kendall@5, -0.26953032003537053, 3.918087379109884e-10
SF2H, CosinePredictor(), agg_simp, kendall@5, -0.26953032003537053, 3.918087379109884e-10
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.041662415399789134, 0.3334390670836711
SF2H, CosinePredictor(), agg_simp, kendall@5, -0.017923341155664387, 0.6773385222339848
SF2H, CosinePredictor(), temporal_edges, kendall@5, -0.013229942522871815, 0.7587379385816981
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.02737815869129, 0.5250403386522903
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.09009284766860524, 0.036479481857505665
SF2H, CosinePredictor(), agg, kendall@5, 0.03751317892732034, 0.38381761710100215
SF2H, CosinePredictor(), agg, kendall@5, 0.0748563071795395, 0.08224257903872301
SF2H, CosinePredictor(), temporal_edges, kendall@5, 0.07764513825119886, 0.07145677710050141
SF2H, CosinePredictor(), time_tensor, kendall@5, 0.06431316532326632, 0.1354224222041976
SF2H, DotPredictor(), agg_simp, kendall@5, -0.04261469918035574, 0.32250775064519865
SF2H, DotPredictor(), agg_simp, kendall@5, 0.04152637485970819, 0.3350199776606798
SF2H, DotPredictor(), agg, kendall@5, -0.012685780362548039, 0.768371604969518
SF2H, DotPredictor(), agg, kendall@5, 0.0015304560759106212, 0.9716569949191417
SF2H, DotPredictor(), temporal_edges, kendall@5, 0.02064415195728327, 0.6317519520897057
SF2H, DotPredictor(), time_tensor, kendall@5, -0.020916233037445157, 0.6272657630414771
SF2H, DotPredictor(), DTFT, kendall@5, 0.05485834778764071, 0.20281976621783648
HighSchool, DotPredictor(), agg_simp, kendall@5, 0.04494976203067161, 0.6056470249748174
HighSchool, DotPredictor(), agg_simp, kendall@5, 0.02273929138022211, 0.7939494465711545
HighSchool, DotPredictor(), agg, kendall@5, 0.05023796932839768, 0.5639139413342874
HighSchool, DotPredictor(), agg, kendall@5, 0.10946589106292967, 0.20863238090870928
HighSchool, DotPredictor(), temporal_edges, kendall@5, -0.08408249603384454, 0.33415477699110885
HighSchool, DotPredictor(), time_tensor, kendall@5, -0.01850872554204125, 0.8316445391372341
ia-contacts_hypertext2009, DotPredictor(), agg_simp, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), agg_simp, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), agg, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), agg, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), time_tensor, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, DotPredictor(), DTFT, kendall@5, 1.0, 0.3333333333333333
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.035268510015984765, 0.412916013282449
SF2H, CosinePredictor(), agg, kendall@5, 0.020780192497364215, 0.6295071487794646
SF2H, CosinePredictor(), agg, kendall@5, 0.01901166547631194, 0.6589498033617295
SF2H, CosinePredictor(), temporal_edges, kendall@5, 0.12219841512770806, 0.004555585613179256
SF2H, CosinePredictor(), time_tensor, kendall@5, 0.03186749651396116, 0.4594110723144431
SF2H, CosinePredictor(), DTFT, kendall@5, -0.030439070843111243, 0.4797806116599961
HighSchool, CosinePredictor(), agg_simp, kendall@5, 0.004759386567953465, 0.9564039704990868
HighSchool, CosinePredictor(), agg_simp, kendall@5, -0.036488630354309895, 0.675134541926981
HighSchool, CosinePredictor(), agg, kendall@5, -0.03754627181385511, 0.6662794719715107
HighSchool, CosinePredictor(), agg, kendall@5, -0.02591221575885775, 0.7659855693299591
HighSchool, CosinePredictor(), temporal_edges, kendall@5, -0.041776837652035964, 0.6313323066185197
HighSchool, CosinePredictor(), time_tensor, kendall@5, 0.09042834479111583, 0.2989591754770423
ia-contacts_hypertext2009, CosinePredictor(), agg_simp, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, CosinePredictor(), agg_simp, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, CosinePredictor(), agg, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, CosinePredictor(), agg, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, CosinePredictor(), time_tensor, kendall@5, 1.0, 0.3333333333333333
ia-contacts_hypertext2009, CosinePredictor(), DTFT, kendall@5, 1.0, 0.3333333333333333
HighSchool, CosinePredictor(), DTFT, kendall@5, 0.012162876784769964, 0.888893959861689
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), temporal_edges, kendall@5, 0.12219841512770806, 0.004555585613179256
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.035268510015984765, 0.412916013282449
SF2H, CosinePredictor(), agg, kendall@5, 0.020780192497364215, 0.6295071487794646
SF2H, CosinePredictor(), agg, kendall@5, 0.01901166547631194, 0.6589498033617295
SF2H, CosinePredictor(), agg, kendall@5, 0.01901166547631194, 0.6589498033617295
SF2H, CosinePredictor(), agg, kendall@5, 0.01901166547631194, 0.6589498033617295
SF2H, CosinePredictor(), agg, kendall@5, 0.01901166547631194, 0.6589498033617295
SF2H, CosinePredictor(), agg, kendall@5, 0.01901166547631194, 0.6589498033617295
SF2H, CosinePredictor(), agg_simp, kendall@5, -0.012209638472264736, 0.7768305671084159
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.042886780260517635, 0.31942794812088526
SF2H, CosinePredictor(), agg, kendall@5, 0.0017345168860320374, 0.9678798495497501
SF2H, CosinePredictor(), agg, kendall@5, -0.1084583205795327, 0.011805541901293855
SF2H, CosinePredictor(), agg_simp, kendall@5, -0.05077713158521239, 0.2384731030488556
SF2H, CosinePredictor(), temporal_edges, kendall@5, 0.003639084447165255, 0.932672552009024
SF2H, CosinePredictor(), time_tensor, kendall@5, -0.00479542903785328, 0.9113563761491629
SF2H, CosinePredictor(), DTFT, kendall@5, 0.009284766860524436, 0.8293388020261283
HighSchool, CosinePredictor(), agg_simp, kendall@5, -0.10946589106292967, 0.20863238090870928
HighSchool, CosinePredictor(), agg_simp, kendall@5, -0.00370174510840825, 0.9660853064331866
HighSchool, CosinePredictor(), agg, kendall@5, 0.021681649920676893, 0.8033318877997414
HighSchool, CosinePredictor(), agg, kendall@5, 0.10417768376520362, 0.23146479677371512
HighSchool, CosinePredictor(), temporal_edges, kendall@5, 0.05023796932839768, 0.5639139413342874
HighSchool, CosinePredictor(), time_tensor, kendall@5, -0.0015864621893178215, 0.9854615563571196
HighSchool, CosinePredictor(), DTFT, kendall@5, -0.09042834479111583, 0.2989591754770423
ia-contacts_hypertext2009, CosinePredictor(), agg_simp, kendall@5, 0.33333333333333337, 1.0
ia-contacts_hypertext2009, CosinePredictor(), agg_simp, kendall@5, -0.33333333333333337, 1.0
ia-contacts_hypertext2009, CosinePredictor(), agg, kendall@5, 0.33333333333333337, 1.0
ia-contacts_hypertext2009, CosinePredictor(), agg, kendall@5, -0.33333333333333337, 1.0
ia-contacts_hypertext2009, CosinePredictor(), time_tensor, kendall@5, 0.33333333333333337, 1.0
ia-contacts_hypertext2009, CosinePredictor(), DTFT, kendall@5, 0.33333333333333337, 1.0
ia-contacts_hypertext2009, CosinePredictor(), agg, kendall@5, 0.33333333333333337, 1.0
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.0016664966159915654, 0.9691388221337845
SF2H, CosinePredictor(), agg_simp, kendall@5, 0.035268510015984765, 0.412916013282449
SF2H, CosinePredictor(), agg, kendall@5, 0.020780192497364215, 0.6295071487794646
SF2H, CosinePredictor(), agg, kendall@5, 0.01901166547631194, 0.6589498033617295
